junction_id,place_name,latitude,longitude
138,Rajpur_node_38,30.337449,78.032606
139,Rajpur_node_39,30.339442,78.035130
140,Rajpur_node_40,30.335457,78.036385
141,Rajpur_node_41,30.335406,78.028391
142,Rajpur_node_42,30.333919,78.028551
143,Rajpur_node_43,30.326972,78.031212
144,Rajpur_node_44,30.337109,78.029676
145,Rajpur_node_45,30.333325,78.032247
146,Rajpur_node_46,30.343016,78.031665
147,Rajpur_node_47,30.333970,78.028552
148,Rajpur_node_48,30.335690,78.026145
149,Rajpur_node_49,30.336352,78.030188
150,Rajpur_node_50,30.342069,78.035591
151,ISBT_node_1,30.324125,78.022101
152,ISBT_node_2,30.322723,78.020559
153,ISBT_node_3,30.321386,78.026773
154,ISBT_node_4,30.316831,78.033245
155,ISBT_node_5,30.322197,78.017486
156,ISBT_node_6,30.322246,78.023333
157,ISBT_node_7,30.320026,78.026794
158,ISBT_node_8,30.321545,78.016886
159,ISBT_node_9,30.315403,78.028116
160,ISBT_node_10,30.325401,78.032705
161,ISBT_node_11,30.327241,78.016806
162,ISBT_node_12,30.322976,78.017289
163,ISBT_node_13,30.326382,78.025937
164,ISBT_node_14,30.315525,78.033726
165,ISBT_node_15,30.322653,78.017319
166,ISBT_node_16,30.321171,78.022082
167,ISBT_node_17,30.320592,78.022912
168,ISBT_node_18,30.325374,78.019224
169,ISBT_node_19,30.321401,78.032209
170,ISBT_node_20,30.316930,78.026057
171,ISBT_node_21,30.320941,78.021944
172,ISBT_node_22,30.322636,78.025416
173,ISBT_node_23,30.316224,78.032153
174,ISBT_node_24,30.322731,78.024099
175,ISBT_node_25,30.317299,78.022086
176,ISBT_node_26,30.324987,78.024485
177,ISBT_node_27,30.321956,78.024151
178,ISBT_node_28,30.322505,78.024564
179,ISBT_node_29,30.322733,78.024094
180,ISBT_node_30,30.322989,78.028048
181,ISBT_node_31,30.319297,78.021349
182,ISBT_node_32,30.316630,78.021469
183,ISBT_node_33,30.316117,78.028351
184,ISBT_node_34,30.319880,78.031250
185,ISBT_node_35,30.329133,78.025114
186,ISBT_node_36,30.313467,78.024178
187,ISBT_node_37,30.319712,78.019027
188,ISBT_node_38,30.319199,78.026388
189,ISBT_node_39,30.317993,78.021775
190,ISBT_node_40,30.316929,78.032308
191,ISBT_node_41,30.319183,78.021521
192,ISBT_node_42,30.318407,78.028926
193,ISBT_node_43,30.317271,78.026920
194,ISBT_node_44,30.322913,78.027994
195,ISBT_node_45,30.325557,78.022849
196,ISBT_node_46,30.324563,78.021965
197,ISBT_node_47,30.318364,78.029875
198,ISBT_node_48,30.322701,78.025282
199,ISBT_node_49,30.315362,78.027049
200,ISBT_node_50,30.317414,78.021240
201,ClementTown_node_1,30.353500,78.073035
202,ClementTown_node_2,30.347423,78.073554
203,ClementTown_node_3,30.356788,78.069421
204,ClementTown_node_4,30.359624,78.074385
205,ClementTown_node_5,30.353711,78.069398
206,ClementTown_node_6,30.358484,78.066689
207,ClementTown_node_7,30.354645,78.069317
208,ClementTown_node_8,30.356267,78.072867
209,ClementTown_node_9,30.356317,78.076298
210,ClementTown_node_10,30.356908,78.070737
211,ClementTown_node_11,30.350996,78.074794
212,ClementTown_node_12,30.358145,78.077826
213,ClementTown_node_13,30.353015,78.072108
214,ClementTown_node_14,30.356011,78.071831
215,ClementTown_node_15,30.356053,78.065128
216,ClementTown_node_16,30.359537,78.074704
217,ClementTown_node_17,30.360399,78.081274
218,ClementTown_node_18,30.354879,78.071398
219,ClementTown_node_19,30.355826,78.080083
220,ClementTown_node_20,30.349196,78.074020
221,ClementTown_node_21,30.350119,78.062241
222,ClementTown_node_22,30.347654,78.066476
223,ClementTown_node_23,30.360309,78.068501
224,ClementTown_node_24,30.355425,78.067364
225,ClementTown_node_25,30.358700,78.066944
226,ClementTown_node_26,30.361497,78.068152
227,ClementTown_node_27,30.352901,78.072478
228,ClementTown_node_28,30.356081,78.077688
229,ClementTown_node_29,30.356459,78.067151
230,ClementTown_node_30,30.353866,78.069705
231,ClementTown_node_31,30.358724,78.073487
232,ClementTown_node_32,30.355410,78.075417
233,ClementTown_node_33,30.353923,78.071280
234,ClementTown_node_34,30.356709,78.078146
235,ClementTown_node_35,30.355705,78.070676
236,ClementTown_node_36,30.351663,78.074660
237,ClementTown_node_37,30.353415,78.073251
238,ClementTown_node_38,30.348354,78.076154
239,ClementTown_node_39,30.350674,78.068878
240,ClementTown_node_40,30.360197,78.066632
241,ClementTown_node_41,30.355827,78.072389
242,ClementTown_node_42,30.351933,78.077343
243,ClementTown_node_43,30.362039,78.064154
244,ClementTown_node_44,30.350250,78.075379
245,ClementTown_node_45,30.350903,78.070217
246,ClementTown_node_46,30.356624,78.074800
247,ClementTown_node_47,30.355175,78.072422
248,ClementTown_node_48,30.352835,78.077140
249,ClementTown_node_49,30.354176,78.073460
250,ClementTown_node_50,30.354068,78.072128
251,PremNagar_node_1,30.353594,77.974340
252,PremNagar_node_2,30.349236,77.979647
253,PremNagar_node_3,30.360753,77.973683
254,PremNagar_node_4,30.357094,77.978736
255,PremNagar_node_5,30.356466,77.975745
256,PremNagar_node_6,30.356080,77.978728
257,PremNagar_node_7,30.355454,77.971166
258,PremNagar_node_8,30.354341,77.968795
259,PremNagar_node_9,30.355142,77.976397
260,PremNagar_node_10,30.360753,77.973683
261,PremNagar_node_11,30.359742,77.973128
262,PremNagar_node_12,30.350793,77.969254
263,PremNagar_node_13,30.351087,77.969505
264,PremNagar_node_14,30.356466,77.975745
265,PremNagar_node_15,30.356466,77.975745
266,PremNagar_node_16,30.358291,77.980657
267,PremNagar_node_17,30.352288,77.974157
268,PremNagar_node_18,30.353488,77.969088
269,PremNagar_node_19,30.357542,77.979751
270,PremNagar_node_20,30.355639,77.971600
271,PremNagar_node_21,30.359368,77.965491
272,PremNagar_node_22,30.355523,77.975402
273,PremNagar_node_23,30.353639,77.981730
274,PremNagar_node_24,30.358955,77.972766
275,PremNagar_node_25,30.353594,77.974340
276,PremNagar_node_26,30.353382,77.969342
277,PremNagar_node_27,30.359830,77.981984
278,PremNagar_node_28,30.357656,77.971004
279,PremNagar_node_29,30.363498,77.983112
280,PremNagar_node_30,30.355648,77.971606
281,PremNagar_node_31,30.351353,77.974194
282,PremNagar_node_32,30.351300,77.974199
283,PremNagar_node_33,30.360170,77.968726
284,PremNagar_node_34,30.363658,77.982988
285,PremNagar_node_35,30.350327,77.968983
286,PremNagar_node_36,30.354240,77.970137
287,PremNagar_node_37,30.354160,77.964421
288,PremNagar_node_38,30.354140,77.982114
289,PremNagar_node_39,30.350683,77.974337
290,PremNagar_node_40,30.348328,77.978810
291,PremNagar_node_41,30.354037,77.982880
292,PremNagar_node_42,30.356474,77.972122
293,PremNagar_node_43,30.357489,77.971988
294,PremNagar_node_44,30.349975,77.974657
295,PremNagar_node_45,30.354267,77.975726
296,PremNagar_node_46,30.356568,77.972173
297,PremNagar_node_47,30.357021,77.981278
298,PremNagar_node_48,30.349507,77.981380
299,PremNagar_node_49,30.352976,77.972431
300,PremNagar_node_50,30.364691,77.975663
301,MussoorieRoad_node_1,30.369483,78.082269
302,MussoorieRoad_node_2,30.357376,78.079535
303,MussoorieRoad_node_3,30.361989,78.073706
304,MussoorieRoad_node_4,30.356960,78.079437
305,MussoorieRoad_node_5,30.365355,78.080162
306,MussoorieRoad_node_6,30.363081,78.075105
307,MussoorieRoad_node_7,30.360333,78.076421
308,MussoorieRoad_node_8,30.359324,78.078977
309,MussoorieRoad_node_9,30.364019,78.075467
310,MussoorieRoad_node_10,30.363345,78.075255
311,MussoorieRoad_node_11,30.363998,78.080891
312,MussoorieRoad_node_12,30.364688,78.081032
313,MussoorieRoad_node_13,30.357317,78.077502
314,MussoorieRoad_node_14,30.365037,78.081563
315,MussoorieRoad_node_15,30.357543,78.079703
316,MussoorieRoad_node_16,30.368539,78.078590
317,MussoorieRoad_node_17,30.363632,78.080893
318,MussoorieRoad_node_18,30.365035,78.081699
319,MussoorieRoad_node_19,30.364221,78.079566
320,MussoorieRoad_node_20,30.361118,78.077636
321,MussoorieRoad_node_21,30.369256,78.078295
322,MussoorieRoad_node_22,30.363499,78.077072
323,MussoorieRoad_node_23,30.367244,78.075476
324,MussoorieRoad_node_24,30.367796,78.075102
325,MussoorieRoad_node_25,30.359786,78.079796
326,MussoorieRoad_node_26,30.364382,78.080240
327,MussoorieRoad_node_27,30.368348,78.077179
328,MussoorieRoad_node_28,30.365582,78.075528
329,MussoorieRoad_node_29,30.368870,78.081593
330,MussoorieRoad_node_30,30.365613,78.079447
331,MussoorieRoad_node_31,30.360941,78.077522
332,MussoorieRoad_node_32,30.365689,78.079012
333,MussoorieRoad_node_33,30.365007,78.073608
334,MussoorieRoad_node_34,30.364898,78.076386
335,MussoorieRoad_node_35,30.359283,78.078939
336,MussoorieRoad_node_36,30.356511,78.081928
337,MussoorieRoad_node_37,30.367649,78.078491
338,MussoorieRoad_node_38,30.359661,78.075786
339,MussoorieRoad_node_39,30.363397,78.069306
340,MussoorieRoad_node_40,30.364609,78.081981
341,MussoorieRoad_node_41,30.362570,78.076907
342,MussoorieRoad_node_42,30.364649,78.080706
343,MussoorieRoad_node_43,30.368408,78.079115
344,MussoorieRoad_node_44,30.361414,78.077247
345,MussoorieRoad_node_45,30.364883,78.084769
346,MussoorieRoad_node_46,30.362683,78.074867
347,MussoorieRoad_node_47,30.360564,78.070643
348,MussoorieRoad_node_48,30.365202,78.073405
349,MussoorieRoad_node_49,30.358840,78.071037
350,MussoorieRoad_node_50,30.359456,78.081226
351,Doiwala_node_1,30.178724,78.174274
352,Doiwala_node_2,30.182343,78.177960
353,Doiwala_node_3,30.182569,78.178119
354,Doiwala_node_4,30.182273,78.177878
355,Doiwala_node_5,30.182150,78.177689
356,Doiwala_node_6,30.180948,78.176164
357,Doiwala_node_7,30.184512,78.178794
358,Doiwala_node_8,30.181175,78.176424
359,Doiwala_node_9,30.184275,78.178767
360,Doiwala_node_10,30.181331,78.176587
361,Doiwala_node_11,30.188578,78.179762
362,Doiwala_node_12,30.183331,78.178574
363,Doiwala_node_13,30.195010,78.180000
364,Doiwala_node_14,30.181247,78.176499
365,Doiwala_node_15,30.186962,78.179958
366,Doiwala_node_16,30.178642,78.174192
367,Doiwala_node_17,30.182931,78.178335
368,Doiwala_node_18,30.178807,78.174346
369,Doiwala_node_19,30.181175,78.176424
370,Doiwala_node_20,30.181075,78.176310
371,Doiwala_node_21,30.178890,78.174404
372,Doiwala_node_22,30.180631,78.175802
373,Doiwala_node_23,30.180968,78.176187
374,Doiwala_node_24,30.182756,78.178230
375,Doiwala_node_25,30.178965,78.174447
376,Doiwala_node_26,30.178807,78.174346
377,Doiwala_node_27,30.178890,78.174404
378,Doiwala_node_28,30.186037,78.179241
379,Doiwala_node_29,30.178890,78.174404
380,Doiwala_node_30,30.182420,78.178026
381,Doiwala_node_31,30.182273,78.177878
382,Doiwala_node_32,30.182273,78.177878
383,Doiwala_node_33,30.166147,78.174175
384,Doiwala_node_34,30.178630,78.174179
385,Doiwala_node_35,30.187786,78.179754
386,Doiwala_node_36,30.180968,78.176187
387,Doiwala_node_37,30.183331,78.178574
388,Doiwala_node_38,30.181175,78.176424
389,Doiwala_node_39,30.188817,78.180002
390,Doiwala_node_40,30.181175,78.176424
391,Doiwala_node_41,30.183035,78.178397
392,Doiwala_node_42,30.181969,78.177413
393,Doiwala_node_43,30.181926,78.177347
394,Doiwala_node_44,30.183393,78.178602
395,Doiwala_node_45,30.178890,78.174404
396,Doiwala_node_46,30.184307,78.178771
397,Doiwala_node_47,30.186001,78.179228
398,Doiwala_node_48,30.181909,78.177321
399,Doiwala_node_49,30.166492,78.173769
400,Doiwala_node_50,30.177568,78.173152
401,Selaqui_node_1,30.373397,77.873225
402,Selaqui_node_2,30.361445,77.862244
403,Selaqui_node_3,30.371914,77.869694
404,Selaqui_node_4,30.370629,77.869315
405,Selaqui_node_5,30.368665,77.867785
406,Selaqui_node_6,30.369971,77.870076
407,Selaqui_node_7,30.376061,77.875487
408,Selaqui_node_8,30.371274,77.868593
409,Selaqui_node_9,30.374428,77.868427
410,Selaqui_node_10,30.373694,77.863663
411,Selaqui_node_11,30.375752,77.865861
412,Selaqui_node_12,30.369779,77.863424
413,Selaqui_node_13,30.378700,77.869503
414,Selaqui_node_14,30.378424,77.869835
415,Selaqui_node_15,30.367010,77.865455
416,Selaqui_node_16,30.377070,77.866863
417,Selaqui_node_17,30.370152,77.869861
418,Selaqui_node_18,30.372604,77.866540
419,Selaqui_node_19,30.372897,77.868309
420,Selaqui_node_20,30.363270,77.871501
421,Selaqui_node_21,30.371265,77.874610
422,Selaqui_node_22,30.369336,77.863643
423,Selaqui_node_23,30.378757,77.863651
424,Selaqui_node_24,30.371878,77.872998
425,Selaqui_node_25,30.372705,77.863360
426,Selaqui_node_26,30.374922,77.869341
427,Selaqui_node_27,30.379923,77.873079
428,Selaqui_node_28,30.385777,77.863705
429,Selaqui_node_29,30.374323,77.864879
430,Selaqui_node_30,30.378732,77.873791
431,Selaqui_node_31,30.377041,77.866843
432,Selaqui_node_32,30.371178,77.861364
433,Selaqui_node_33,30.380695,77.871908
434,Selaqui_node_34,30.372903,77.873698
435,Selaqui_node_35,30.377018,77.874038
436,Selaqui_node_36,30.367882,77.866730
437,Selaqui_node_37,30.374534,77.871658
438,Selaqui_node_38,30.378119,77.865513
439,Selaqui_node_39,30.374626,77.879063
440,Selaqui_node_40,30.376699,77.874014
441,Selaqui_node_41,30.373776,77.872942
442,Selaqui_node_42,30.381341,77.870070
443,Selaqui_node_43,30.379024,77.866664
444,Selaqui_node_44,30.376302,77.873917
445,Selaqui_node_45,30.371111,77.874432
446,Selaqui_node_46,30.371119,77.866599
447,Selaqui_node_47,30.373439,77.877059
448,Selaqui_node_48,30.375272,77.873797
449,Selaqui_node_49,30.370506,77.869576
450,Selaqui_node_50,30.368706,77.867663
451,Rishikesh_node_1,30.113344,78.175240
452,Rishikesh_node_2,30.114717,78.174819
453,Rishikesh_node_3,30.112610,78.175224
454,Rishikesh_node_4,30.104845,78.174705
455,Rishikesh_node_5,30.114717,78.174819
456,Rishikesh_node_6,30.100275,78.178044
457,Rishikesh_node_7,30.105369,78.174344
458,Rishikesh_node_8,30.104433,78.174980
459,Rishikesh_node_9,30.103904,78.175353
460,Rishikesh_node_10,30.104687,78.174807
461,Rishikesh_node_11,30.103552,78.175602
462,Rishikesh_node_12,30.102075,78.176724
463,Rishikesh_node_13,30.105028,78.174587
464,Rishikesh_node_14,30.102869,78.176114
465,Rishikesh_node_15,30.112610,78.175224
466,Rishikesh_node_16,30.105194,78.174468
467,Rishikesh_node_17,30.112610,78.175224
468,Rishikesh_node_18,30.099330,78.178731
469,Rishikesh_node_19,30.100258,78.178056
470,Rishikesh_node_20,30.112610,78.175224
471,Rishikesh_node_21,30.112610,78.175224
472,Rishikesh_node_22,30.112610,78.175224
473,Rishikesh_node_23,30.112610,78.175224
474,Rishikesh_node_24,30.112610,78.175224
475,Rishikesh_node_25,30.117332,78.174053
476,Rishikesh_node_26,30.105232,78.174441
477,Rishikesh_node_27,30.116355,78.174221
478,Rishikesh_node_28,30.103009,78.176006
479,Rishikesh_node_29,30.113344,78.175240
480,Rishikesh_node_30,30.102289,78.176558
481,Rishikesh_node_31,30.104927,78.174652
482,Rishikesh_node_32,30.113344,78.175240
483,Rishikesh_node_33,30.112610,78.175224
484,Rishikesh_node_34,30.117332,78.174053
485,Rishikesh_node_35,30.100581,78.177822
486,Rishikesh_node_36,30.112610,78.175224
487,Rishikesh_node_37,30.113344,78.175240
488,Rishikesh_node_38,30.112610,78.175224
489,Rishikesh_node_39,30.114717,78.174819
490,Rishikesh_node_40,30.105408,78.174316
491,Rishikesh_node_41,30.114717,78.174819
492,Rishikesh_node_42,30.112610,78.175224
493,Rishikesh_node_43,30.104256,78.175105
494,Rishikesh_node_44,30.113344,78.175240
495,Rishikesh_node_45,30.112610,78.175224
496,Rishikesh_node_46,30.105400,78.174322
497,Rishikesh_node_47,30.103580,78.175582
498,Rishikesh_node_48,30.112610,78.175224
499,Rishikesh_node_49,30.104390,78.175010
500,Rishikesh_node_50,30.116355,78.174221
501,Random_node_501,30.144031,78.088522
502,Random_node_502,30.295886,78.172600
503,Random_node_503,30.243043,77.971626
504,Random_node_504,30.171578,77.895502
505,Random_node_505,30.404862,78.004629
506,Random_node_506,30.338563,78.065596
507,Random_node_507,30.318066,77.867462
508,Random_node_508,30.383673,77.938784
509,Random_node_509,30.162235,78.070477
510,Random_node_510,30.126518,78.105687
511,Random_node_511,30.161518,77.921213
512,Random_node_512,30.413799,77.966745
513,Random_node_513,30.152940,78.148887
514,Random_node_514,30.101918,78.147837
515,Random_node_515,30.162103,77.887111
516,Random_node_516,30.191466,77.914026
517,Random_node_517,30.337337,77.868529
518,Random_node_518,30.117984,78.115974
519,Random_node_519,30.214747,77.933818
520,Random_node_520,30.158123,77.883431
521,Random_node_521,30.367136,78.028211
522,Random_node_522,30.368595,78.012325
523,Random_node_523,30.380300,78.022684
524,Random_node_524,30.166215,78.067396
525,Random_node_525,30.441057,77.870006
526,Random_node_526,30.383338,78.136679
527,Random_node_527,30.287592,78.006523
528,Random_node_528,30.446999,77.879266
529,Random_node_529,30.272650,77.988667
530,Random_node_530,30.346918,78.016805
531,Random_node_531,30.427385,77.883552
532,Random_node_532,30.150162,78.081652
533,Random_node_533,30.127515,77.951405
534,Random_node_534,30.327934,78.035495
535,Random_node_535,30.215045,78.179741
536,Random_node_536,30.290693,78.005556
537,Random_node_537,30.318412,77.892051
538,Random_node_538,30.349239,78.134004
539,Random_node_539,30.332565,78.106420
540,Random_node_540,30.363120,77.937541
541,Random_node_541,30.261996,77.960820
542,Random_node_542,30.232601,78.024883
543,Random_node_543,30.284338,77.916032
544,Random_node_544,30.259660,78.083136
545,Random_node_545,30.211356,77.919519
546,Random_node_546,30.432647,77.882854
547,Random_node_547,30.399249,77.889067
548,Random_node_548,30.135897,78.097139
549,Random_node_549,30.395857,78.043687
550,Random_node_550,30.311352,78.038980
551,Random_node_551,30.211164,77.919320
552,Random_node_552,30.210142,78.064323
553,Random_node_553,30.366754,78.138744
554,Random_node_554,30.359089,78.180438
555,Random_node_555,30.315723,77.972085
556,Random_node_556,30.305709,77.924918
557,Random_node_557,30.336532,77.931771
558,Random_node_558,30.139153,78.127896
559,Random_node_559,30.233993,78.106729
560,Random_node_560,30.307959,78.120353
561,Random_node_561,30.397331,78.167760
562,Random_node_562,30.394419,78.056860
563,Random_node_563,30.331290,77.868802
564,Random_node_564,30.425202,78.128246
565,Random_node_565,30.198878,77.914299
566,Random_node_566,30.351786,77.958537
567,Random_node_567,30.195399,77.834109
568,Random_node_568,30.416123,78.040992
569,Random_node_569,30.211356,77.919519
570,Random_node_570,30.327850,77.869966
571,Random_node_571,30.369756,77.935885
572,Random_node_572,30.254992,77.970864
573,Random_node_573,30.236086,78.100040
574,Random_node_574,30.379399,78.044156
575,Random_node_575,30.135948,77.878420
576,Random_node_576,30.163381,78.069579
577,Random_node_577,30.342689,77.947091
578,Random_node_578,30.338246,78.015356
579,Random_node_579,30.261843,77.960820
580,Random_node_580,30.376737,77.893015
581,Random_node_581,30.261602,77.960971
582,Random_node_582,30.344118,78.015626
583,Random_node_583,30.340581,77.874783
584,Random_node_584,30.256872,78.058274
585,Random_node_585,30.109536,77.961487
586,Random_node_586,30.177716,77.903529
587,Random_node_587,30.214747,77.933818
588,Random_node_588,30.117984,78.115974
589,Random_node_589,30.137713,77.950107
590,Random_node_590,30.353068,78.020100
591,Random_node_591,30.402114,78.121637
592,Random_node_592,30.126027,78.141688
593,Random_node_593,30.113587,77.865418
594,Random_node_594,30.424912,78.131927
595,Random_node_595,30.307170,78.043882
596,Random_node_596,30.355456,77.992780
597,Random_node_597,30.140941,77.867400
598,Random_node_598,30.218539,78.121550
599,Random_node_599,30.326568,78.126489
600,Random_node_600,30.429078,77.888983
601,Clock Tower,30.317876,78.033571
602,FRI Main Gate,30.316512,78.032201
603,ISBT Dehradun,30.320079,78.024829
604,Dehradun Railway Station,30.316809,78.040229
605,Jolly Grant Airport,30.188943,78.180013
606,Sahastradhara,30.401289,78.024963
607,Rajpur Road (Everest Cafe),30.324002,78.013010
608,Clement Town (Buddha Temple),30.355966,78.072056
609,Doon School,30.329027,78.040773
610,IT Park Dehradun,30.345102,78.069427
611,Rispana Bridge,30.318696,78.050802
612,Kaulagarh Crossing,30.348010,78.046216
613,Lacchiwala,30.304169,78.011747
614,Rajaji National Park (Chilla),30.181547,78.285266
615,Prem Nagar,30.355493,77.975446
616,Paltan Bazaar,30.317342,78.021338
617,Tibetan Market,30.317129,78.021627
618,Forest Research Institute,30.316512,78.032201
619,Shiv Mandir Rajpur,30.336040,78.045946
620,Mussoorie Road Junction,30.364376,78.079240
621,Graphic Era University,30.267973,78.080815
622,Doiwala,30.177949,78.191543
623,Rishikesh ISBT,30.109953,78.290006
624,Triveni Ghat,30.100098,78.280092
625,AIIMS Rishikesh,30.090647,78.270040
626,Laxman Jhula,30.082538,78.364819
627,Doonga House,30.321470,78.047690
628,Rajendra Nagar,30.335000,78.045000
629,Mahant Indiresh Hospital,30.325074,78.024905
630,Dehradun Cantonment,30.334448,78.047665
